ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
TSLA,20260710,410.49,413.16,402.81,407.76,406.55,1.2099999999999795,0.3,33409997.0,13669452370.37
TSLA,20260713,404.61,405.57,391.37,394.76,407.76,-13.0,-3.19,32809172.0,12962378582.36
TSLA,20260714,399.05,402.22,394.76,396.18,394.76,1.420000000000016,0.36,23384993.0,9292154884.46
TSLA,20260715,399.4,406.59,390.66,394.46,396.18,-1.7200000000000273,-0.43,31549805.0,12524926168.14
TSLA,20260716,392.35,395.31,385.32,391.06,394.46,-3.3999999999999773,-0.86,29269114.0,11426523662.69
TSLA,20260717,381.78,385.69,377.22,380.84,391.06,-10.220000000000027,-2.61,31394594.0,11977328952.83
TSLA,20260720,386.04,386.61,369.43,369.57,380.84,,,33901516.0,12676328071.05
TSLA,20260721,371.17,384.07,369.98,378.93,369.57,,,32735336.0,12419727554.8
TSLA,20260722,375.53,380.17,372.9,374.01,378.93,,,30646125.0,11535482781.43
TSLA,20260723,341.0,342.11,315.74,319.69,374.01,,,115606440.0,37500149956.32
TSLA,20260724,320.72,322.96,306.51,313.03,319.69,,,62760008.0,19570811026.69
